,close,date,high,low,ma10,ma20,ma5,max_close,max_high,max_volume,min_close,min_low,min_volume,open,p_change,price_change,stock_code,turnover,v_ma10,v_ma20,v_ma5,volume
108,3.89,2016-06-15,3.94,3.79,3.995,4.005,3.932,3.89,3.94,226150.17,3.84,3.79,111647.99,3.81,0.26,0.01,601333,0.4,232792.47,191470.14,211846.8,226150.17
5,22.42,2016-04-07,22.42,18.61,36.165,46.871,23.71,26.02,26.6,1576546.12,21.81,18.61,472101.41,18.62,10.01,2.04,300028,63.64,196307.84,166924.68,337548.82,1576546.12
22,22.0,2016-05-03,22.0,20.24,22.159,22.405,21.042,22.0,22.44,659065.5,17.33,16.74,214638.62,20.24,10.0,2.0,300028,26.6,546512.62,671674.19,417868.08,659065.5
51,16.94,2016-06-15,17.19,16.08,17.835,17.632,17.272,16.94,17.4,404073.16,15.7,14.9,177181.7,16.23,3.36,0.55,300028,10.1,326169.73,316007.98,272276.61,250114.48
142,13.23,2016-11-03,13.26,12.86,13.53,13.483,13.204,13.71,13.85,210693.56,12.96,12.85,65938.86,13.0,2.24,0.29,300028,4.13,118721.97,147015.61,105980.86,102314.94
19,13.73,2016-01-29,13.93,13.17,14.871,15.878,14.14,15.11,15.44,61370.64,13.73,13.17,31810.4,13.21,5.21,0.68,000719,0.75,35609.79,37033.15,36394.27,38580.34
73,14.67,2016-04-22,14.76,14.39,15.446,15.267,15.108,15.13,15.16,70090.16,14.49,14.26,31836.01,14.52,0.14,0.02,000719,0.73,58474.73,57323.3,48715.58,37701.14
108,10.44,2016-06-15,10.55,10.1,11.678,12.632,10.508,10.57,10.59,84744.63,10.18,10.07,33086.39,10.15,2.25,0.23,000719,0.92,58826.1,45432.9,51845.73,61141.53
36,26.6,2016-03-01,27.03,25.12,28.968,27.761,27.284,28.59,29.2,389318.12,26.1,25.12,200099.31,25.48,5.1,1.29,002230,2.97,318596.16,284683.55,309100.5,270101.88
157,29.81,2016-11-10,30.08,29.51,29.942,29.856,29.684,30.74,30.95,213967.92,29.81,29.51,78399.11,29.51,1.88,0.55,002230,1.13,142150.36,177238.48,118489.43,131388.88
204,26.82,2017-01-17,26.95,26.1,27.524,27.334,27.126,29.73,29.73,171858.48,26.38,26.1,90.0,26.46,1.44,0.38,002230,0.71,94354.33,78819.33,87217.02,82152.65
108,13.69,2017-03-16,13.93,12.67,13.073,12.623,12.978,13.69,13.93,708152.44,12.79,12.67,241932.52,12.69,8.14,1.03,601128,31.86,400989.22,466589.74,343984.13,708152.44
36,11.95,2016-03-01,12.09,11.54,13.084,12.698,12.55,13.81,13.88,112271.3,11.95,11.54,48259.49,11.7,2.4,0.28,002374,2.14,70145.44,57847.67,53051.79,48662.0
108,6.1,2016-06-15,6.14,5.82,6.158,6.051,6.082,6.94,7.08,319057.75,6.1,5.82,98553.46,5.87,3.04,0.18,002374,1.96,106398.21,91500.16,93386.48,98553.46
166,7.98,2016-09-05,8.1,7.49,7.363,6.965,7.84,8.53,8.91,1129382.38,7.65,7.49,177573.81,7.52,5.98,0.45,002374,12.62,411531.2,244907.92,670936.59,635320.69
213,9.03,2016-11-22,9.06,8.69,9.028,9.234,8.78,9.03,9.06,369792.62,8.02,7.93,89837.01,8.72,3.91,0.34,002374,7.35,369571.67,537637.57,222184.36,369792.62
252,7.03,2017-01-17,7.04,6.76,7.498,7.661,7.24,7.4,7.45,116790.7,6.88,6.76,35718.4,6.91,1.74,0.12,002374,1.43,79706.77,96703.17,69842.69,72939.47
8,19.97,2016-01-14,19.97,18.5,23.232,25.857,20.532,21.28,21.8,41043.43,18.88,17.32,21239.99,18.98,1.84,0.36,000668,2.34,48256.83,53455.26,48148.96,34349.57
228,24.91,2016-12-13,25.28,23.83,25.739,25.967,25.562,25.18,25.48,21658.26,24.85,23.83,6295.42,24.29,2.55,0.62,000668,1.32,15001.29,19658.43,14087.14,19316.2
8,20.53,2016-01-14,20.54,18.35,23.406,26.9,20.846,21.13,21.85,482211.03,17.9,16.9,216081.23,18.35,4.69,0.92,600895,2.09,331365.15,466662.68,347487.94,323006.5
19,18.08,2016-01-29,18.46,17.12,19.288,20.862,18.416,20.53,21.5,502083.5,17.97,17.12,133569.59,17.2,4.99,0.86,600895,1.54,291339.69,309550.64,258398.4,238333.61
88,18.79,2016-05-16,18.79,18.47,19.561,20.337,18.808,18.89,19.48,228003.86,18.29,17.98,96441.83,18.55,0.75,0.14,600895,0.64,171129.57,271129.74,124283.32,99650.71
108,18.29,2016-06-15,18.39,17.87,18.719,18.636,18.408,18.29,18.47,181969.06,17.56,17.09,85644.03,17.98,1.78,0.32,600895,0.83,140713.29,136607.29,114840.3,128311.22
263,17.49,2017-02-06,17.52,17.33,17.465,17.619,17.41,17.88,18.2,216186.52,17.49,17.33,33223.26,17.33,0.98,0.17,600895,0.24,36775.81,53027.0,36540.71,37054.65
288,18.03,2017-03-13,18.05,17.78,18.197,17.969,18.088,18.03,18.09,81319.74,17.73,17.63,45463.72,17.88,0.84,0.15,600895,0.4,136764.08,120050.98,75683.93,61449.08
73,16.93,2016-04-22,17.07,16.33,18.302,18.244,17.546,17.22,17.47,108952.57,16.3,16.1,48107.84,16.51,1.56,0.26,002432,2.16,170997.63,172001.72,126530.09,80194.66
108,17.41,2016-06-15,17.55,16.5,17.788,17.438,17.57,19.95,21.0,385596.03,17.41,16.5,13435.75,16.6,3.94,0.66,002432,3.63,194392.39,199575.51,150731.17,134584.72
157,17.65,2016-09-19,17.65,17.41,18.487,18.76,18.062,17.89,18.14,72358.59,16.95,16.94,30911.29,17.46,1.09,0.19,002432,1.17,108514.67,116966.73,96978.96,43585.14
163,17.26,2016-09-27,17.36,17.0,17.598,18.264,17.386,18.39,18.84,158282.78,17.13,17.0,30911.29,17.05,1.83,0.31,002432,1.2,69841.3,89442.27,51339.17,44630.99
18,7.9,2016-01-28,7.9,6.91,8.06,8.934,7.846,8.27,8.49,126935.05,7.62,6.91,30589.23,7.23,7.34,0.54,002430,1.01,58904.35,69894.73,59013.07,81528.97
147,8.33,2016-08-29,8.41,8.23,8.378,8.288,8.358,8.39,8.42,72078.81,8.12,8.01,25261.07,8.25,0.85,0.07,002430,0.52,74779.69,62625.73,63511.91,42170.57
180,8.94,2016-10-24,8.94,8.77,9.052,8.662,8.91,8.94,8.96,106968.81,8.47,8.36,49159.24,8.86,1.02,0.09,002430,1.14,209549.11,145623.45,143905.58,92349.04
238,8.69,2017-01-17,8.73,8.32,8.824,8.534,8.682,8.98,9.08,72577.3,8.69,8.32,10.0,8.35,2.23,0.19,002430,0.74,90801.1,75627.78,68897.46,60060.82
249,9.61,2017-02-07,9.61,8.7,8.964,8.884,9.012,11.63,11.63,765263.5,9.61,8.7,83034.15,8.78,9.95,0.87,002430,1.03,42361.36,62849.77,36239.46,83034.15
19,9.38,2016-01-29,9.5,8.95,10.289,10.425,9.77,9.43,9.76,582009.25,8.94,8.75,207171.94,9.02,4.22,0.38,000783,1.23,491814.97,589573.14,472542.49,582009.25
73,9.63,2016-04-22,9.69,9.5,10.015,10.079,9.79,9.7,9.72,420804.81,9.2,9.2,158399.62,9.51,0.94,0.09,000783,0.33,392571.91,430711.1,311265.24,158399.62
86,8.8,2016-05-12,8.85,8.57,9.225,9.526,8.882,9.04,9.18,270488.94,8.74,8.57,116437.79,8.66,0.34,0.03,000783,0.41,259968.76,271687.43,265678.74,192458.94
19,5.18,2016-01-29,5.25,5.02,5.732,6.013,5.416,6.04,6.28,405098.62,5.1,5.02,83260.74,5.02,3.19,0.16,601010,0.61,138727.19,161753.29,155374.29,113485.29
254,5.05,2017-01-17,5.06,4.93,5.271,5.287,5.174,5.15,5.23,98316.67,5.01,4.93,30677.91,4.96,0.8,0.04,601010,0.41,100988.98,84545.61,100392.03,75159.31
291,5.09,2017-03-16,5.09,5.05,5.105,5.147,5.078,5.09,5.1,126792.82,5.03,4.97,67086.73,5.05,0.79,0.04,601010,0.36,61532.33,77749.75,64548.84,67086.73
219,31.07,2016-11-30,31.35,30.47,31.499,32.022,30.974,31.07,31.4,281980.81,27.53,27.03,96749.85,30.49,2.0,0.61,002407,4.14,168420.03,176801.4,183135.62,217890.45
230,27.22,2016-12-15,27.54,26.58,29.311,30.336,28.016,27.88,28.45,217850.22,27.06,26.31,82357.93,26.73,1.3,0.35,002407,2.57,153097.3,159708.84,163399.77,135250.34
8,11.49,2016-01-14,11.63,10.4,13.533,15.19,12.188,11.66,11.74,39466.46,10.12,9.6,27181.36,10.5,4.46,0.49,600829,0.62,47379.11,59761.51,40899.88,35854.24
32,11.78,2016-02-24,11.81,11.5,11.665,11.134,11.772,11.78,11.84,58174.95,9.69,9.35,20967.78,11.6,1.03,0.12,600829,0.36,25439.39,28194.18,24621.99,20967.78
37,10.22,2016-03-02,10.25,9.79,10.974,10.999,10.176,10.56,10.81,58174.95,9.88,9.7,15998.35,9.8,4.39,0.43,600829,1.0,31341.44,28778.64,38060.9,58174.95
180,13.9,2016-09-27,13.98,13.42,15.07,15.139,14.67,14.94,14.98,65127.0,13.9,13.42,7876.52,13.5,1.76,0.24,600829,0.42,43183.81,31520.11,38902.85,24218.66
88,9.14,2016-05-16,9.15,8.8,9.516,9.671,9.152,9.14,9.15,35780.6,8.79,8.62,16682.43,9.01,0.99,0.09,002300,0.79,29308.15,30844.6,25520.93,35780.6
8,11.65,2016-01-14,11.7,10.49,14.841,14.482,12.948,11.8,11.9,150708.16,9.79,9.15,59564.31,10.53,3.28,0.37,600841,2.19,178393.85,111396.64,166060.01,114206.6
190,13.96,2016-10-18,13.99,13.65,13.744,13.745,13.832,14.31,14.38,30691.62,13.84,13.65,21279.52,13.65,2.05,0.28,600841,0.59,19310.48,19286.49,22815.34,30691.62
224,13.78,2016-12-05,13.8,13.42,14.307,14.466,13.862,15.76,16.49,269082.94,13.78,13.42,17805.75,13.5,0.81,0.11,600841,0.34,40811.72,45637.72,30472.98,17805.75
162,8.95,2016-09-06,8.98,8.62,8.992,8.836,8.918,8.95,9.14,245406.16,8.27,8.23,89242.32,8.81,1.94,0.17,600667,1.85,275775.14,246013.3,187271.96,219983.69
227,7.77,2016-12-15,7.8,7.39,8.212,8.685,7.766,8.07,8.39,505758.53,7.7,7.39,82877.42,7.42,4.02,0.3,600667,2.16,181326.75,266543.37,232881.53,257347.06
8,28.51,2016-01-14,28.69,25.1,31.095,36.538,28.362,29.4,29.74,49747.63,24.22,23.0,29197.65,25.12,5.99,1.61,300236,3.0,39501.26,38956.18,46414.05,45294.6
53,34.3,2016-03-30,34.76,32.34,33.068,29.409,33.138,34.35,35.09,63567.33,31.8,31.28,21240.47,32.66,7.73,2.46,300236,4.21,72967.83,57062.17,59504.81,63567.33
69,31.23,2016-04-22,31.25,30.16,33.504,33.352,33.168,35.25,36.19,79051.79,30.52,29.81,27229.52,30.16,2.29,0.7,300236,2.25,57363.66,50303.31,72181.58,36303.21
125,48.37,2016-07-14,49.84,47.44,49.535,49.667,48.002,48.86,50.26,99713.0,43.15,42.02,32854.18,47.7,2.39,1.13,300236,4.9,84328.74,91492.47,75405.06,79200.14
163,43.71,2016-09-06,43.8,42.35,44.385,44.567,43.308,43.71,44.0,54316.0,38.25,37.03,15993.0,42.63,2.27,0.97,300236,2.56,55725.39,58527.37,39604.56,41394.72
186,39.97,2016-10-18,40.36,36.5,37.386,37.698,37.848,40.55,41.0,103366.69,37.85,36.5,20844.82,36.55,8.94,3.28,300236,5.77,32443.67,32583.28,37048.73,103366.69
19,14.93,2016-01-29,15.2,14.32,16.27,16.976,15.18,16.37,16.58,123292.42,14.93,14.32,49598.97,14.5,4.26,0.61,002470,0.9,96230.43,85554.33,101010.65,121127.22
65,15.57,2016-04-22,15.58,15.15,16.094,15.77,15.792,16.44,16.87,177047.62,15.57,15.15,51781.15,15.16,1.3,0.2,002470,0.45,119087.19,115073.61,89132.41,60560.8
90,7.41,2016-05-30,7.42,7.2,7.492,10.543,7.374,8.16,8.38,390632.28,7.41,7.2,86905.46,7.22,1.65,0.12,002470,0.32,93733.82,104518.67,89394.03,86905.46
100,7.61,2016-06-15,7.7,7.28,7.77,7.631,7.768,8.1,8.34,266713.19,7.52,7.28,136036.52,7.29,2.15,0.16,002470,0.72,223169.82,158451.82,215888.44,194899.77
119,8.25,2016-07-12,8.27,8.04,8.154,8.041,8.168,8.72,8.85,675575.19,8.25,8.04,118214.4,8.06,1.98,0.16,002470,0.71,163199.78,173638.19,128252.65,191827.95
159,8.38,2016-09-06,8.39,8.21,8.361,8.39,8.314,8.38,8.42,183863.06,7.98,7.95,51713.92,8.25,1.45,0.12,002470,0.39,120365.84,144604.3,101389.45,105997.55
235,8.06,2017-01-04,8.07,7.89,8.12,8.115,8.002,8.06,8.07,252522.84,7.31,6.94,91698.3,7.91,2.15,0.17,002470,0.88,209433.69,295627.43,192901.23,239058.5
273,7.59,2017-03-03,7.62,7.51,7.761,7.65,7.648,7.62,7.66,150691.67,7.45,7.39,81214.35,7.53,0.26,0.02,002470,0.43,188172.99,176251.05,184773.82,117278.22
279,7.46,2017-03-13,7.48,7.39,7.566,7.659,7.508,7.53,7.57,148463.88,7.42,7.36,81214.35,7.41,0.13,0.01,002470,0.3,141351.09,162368.07,109287.94,81214.35
36,9.75,2016-03-01,9.77,9.19,10.296,10.031,9.83,10.67,10.72,81010.47,9.75,9.19,32619.09,9.2,6.21,0.57,002531,0.79,52050.76,53936.32,52886.49,64301.33
212,7.47,2016-11-21,7.47,7.24,7.387,7.251,7.362,7.73,7.89,206506.72,7.42,7.24,55237.57,7.25,2.61,0.19,002531,1.08,153334.97,154628.58,114404.69,159124.56
272,6.98,2017-02-20,7.22,6.66,6.817,6.77,6.796,7.14,7.22,198411.88,6.94,6.66,40753.53,6.69,4.8,0.32,002531,1.35,63129.47,42221.51,74894.52,198411.88
8,15.51,2016-01-14,15.55,14.67,16.942,18.051,15.768,15.51,15.63,112264.43,13.03,12.51,53602.27,14.8,2.38,0.36,000400,1.52,124181.16,131448.69,105352.23,112264.43
45,12.84,2016-03-14,12.93,12.45,12.802,13.275,12.682,14.37,14.55,168203.95,12.73,12.45,54179.48,12.55,3.88,0.48,000400,1.09,74627.2,91120.59,59297.34,80257.72
73,15.05,2016-04-22,15.14,14.07,15.18,14.905,14.798,16.39,16.66,355715.56,14.86,14.07,100290.61,14.18,5.61,0.8,000400,2.26,158860.75,164401.75,130090.63,166962.83
287,17.65,2017-03-13,17.69,17.42,17.75,17.888,17.67,17.65,17.69,67351.68,17.21,17.1,33942.42,17.42,0.97,0.17,000400,0.46,41665.87,64558.03,34546.46,33942.42
8,20.26,2016-01-14,20.26,16.84,24.172,27.26,20.76,21.85,22.29,70784.42,17.2,16.84,18322.07,17.86,9.34,1.73,300174,6.18,33927.12,39189.52,35123.46,44505.54
36,16.98,2016-03-01,17.18,16.0,18.883,18.188,18.044,18.25,18.75,32864.44,16.81,16.0,15465.93,16.24,4.88,0.79,300174,3.91,36873.14,36867.99,36468.98,28186.99
235,59.16,2016-12-22,59.3,53.68,61.107,60.398,56.864,60.22,60.88,21050.38,54.91,50.59,4436.29,54.32,9.45,5.11,300174,2.86,18401.24,16679.99,20552.38,21050.38
180,8.29,2016-09-27,8.29,8.19,8.514,8.476,8.412,8.44,8.57,116392.43,8.23,8.19,38747.36,8.21,0.48,0.04,600098,0.26,147167.38,213398.4,122443.67,69606.67
37,21.69,2016-03-02,21.95,20.25,22.654,21.682,21.58,22.42,23.06,645071.81,18.39,18.2,263836.81,20.48,5.45,1.12,002276,4.07,468286.04,394466.47,440648.68,375690.88
45,19.35,2016-03-14,19.69,18.75,20.25,21.573,19.124,21.71,21.98,727335.5,19.26,18.75,313744.09,18.75,5.22,0.96,002276,4.41,400470.88,440263.19,413120.52,406198.75
57,20.81,2016-03-30,20.81,19.85,20.901,20.396,20.652,23.57,24.5,1045459.88,20.49,19.85,281433.31,20.05,5.1,1.01,002276,4.05,514697.51,460942.6,390098.82,373846.62
99,19.19,2016-05-31,19.2,18.45,18.582,19.006,18.61,20.43,20.43,677847.0,18.25,18.24,232145.2,18.53,4.98,0.91,002276,4.07,215563.95,246984.2,206820.05,374905.78
142,18.58,2016-08-02,18.7,18.28,19.839,20.021,18.878,18.9,19.06,205045.23,18.4,18.18,96882.64,18.28,0.92,0.17,002276,1.05,284350.1,299854.08,238858.85,96882.64
190,18.18,2016-10-18,18.82,17.15,17.207,17.423,17.382,18.18,18.82,379255.62,17.14,17.12,80376.55,17.2,6.25,1.07,002276,4.11,98603.46,95208.09,129145.61,379255.62
19,4.53,2016-01-29,4.62,4.18,4.788,5.217,4.554,5.18,5.29,632664.31,4.53,4.18,132005.8,4.18,7.86,0.33,000897,2.24,316899.95,569264.8,268467.84,361540.5
75,4.42,2016-04-26,4.42,4.34,4.587,4.637,4.41,4.52,4.7,214141.39,4.13,4.11,69882.44,4.36,1.38,0.06,000897,0.66,178127.23,208999.23,150362.5,106288.73
88,4.06,2016-05-16,4.09,4.0,4.232,4.36,4.062,4.06,4.09,202656.59,3.84,3.71,50800.18,4.01,1.5,0.06,000897,0.5,113139.33,133253.18,85733.87,80905.79
108,3.86,2016-06-15,3.87,3.71,3.934,3.915,3.86,3.86,3.88,151392.3,3.74,3.66,70441.0,3.73,2.39,0.09,000897,0.64,130325.68,119286.38,108715.67,103284.89
287,4.93,2017-03-13,4.95,4.8,5.068,5.072,4.962,5.0,5.08,217005.08,4.87,4.8,113062.05,4.82,1.44,0.07,000897,0.96,290088.15,392707.64,194029.53,155311.34
36,16.5,2016-03-01,16.5,15.7,18.74,19.285,17.482,19.73,20.27,55994.7,16.5,15.7,22207.45,16.2,2.23,0.36,002616,1.94,48603.83,57677.08,51116.49,43098.94
19,13.4,2016-01-29,13.57,13.1,14.873,15.578,13.846,14.46,14.7,94928.71,13.09,12.8,33667.1,13.1,3.16,0.41,002118,1.07,70407.04,79539.38,74336.87,54802.28
36,12.45,2016-03-01,12.5,11.84,13.757,13.671,13.032,13.8,14.45,139092.5,12.27,11.84,44794.67,12.04,3.58,0.43,002118,1.26,81941.04,69634.92,72950.87,64428.05
206,8.4,2016-11-11,8.46,8.15,8.261,10.683,8.194,8.42,8.57,292821.22,8.18,8.11,93621.98,8.19,2.56,0.21,002118,2.73,206875.6,155096.05,159076.23,280267.38
213,8.42,2016-11-22,8.47,8.19,8.282,8.276,8.276,8.42,8.47,292821.22,7.86,7.86,71285.5,8.19,2.93,0.24,002118,2.86,166759.11,185655.97,144555.9,292821.22
287,7.31,2017-03-13,7.34,7.11,7.165,7.122,7.17,7.35,7.38,152209.06,7.17,7.11,86681.46,7.13,3.1,0.22,002118,1.48,70511.74,90385.11,73889.95,152209.06
8,6.96,2016-01-14,7.04,6.2,7.932,9.242,7.098,6.97,7.24,204440.33,6.41,6.11,131439.03,6.5,4.04,0.27,000955,2.92,172972.99,221757.17,176149.09,156975.16
69,5.56,2016-04-21,5.68,5.5,5.912,5.838,5.79,5.59,5.68,527730.19,5.44,5.24,210534.16,5.53,0.36,0.02,601011,3.61,588807.88,660924.4,463844.29,472303.0
192,7.66,2016-11-01,7.73,7.55,7.976,8.196,7.828,7.79,7.9,707286.44,7.38,7.23,310351.44,7.55,1.73,0.13,601011,2.37,381028.61,422186.24,341317.61,310351.44
280,7.28,2017-03-13,7.29,7.18,7.369,7.431,7.316,7.28,7.32,178954.34,7.15,7.08,117339.04,7.19,0.97,0.07,601011,0.94,187563.55,239701.12,154986.2,122578.04
19,50.8,2016-01-29,52.1,47.36,56.98,60.269,52.752,54.25,56.68,113571.92,48.39,47.11,50071.04,48.14,5.48,2.64,002657,4.59,77060.92,80906.3,72594.61,88340.03
36,45.5,2016-03-01,45.9,42.01,51.42,51.156,48.052,48.56,49.75,136417.2,44.18,42.01,50749.93,44.3,3.01,1.33,002657,4.33,93028.31,86323.29,91552.72,83505.82
73,53.42,2016-04-22,53.55,51.04,59.207,60.688,55.792,54.0,54.8,137999.56,50.7,50.48,73556.3,51.46,2.95,1.53,002657,4.75,123216.65,134085.75,116918.42,91569.19
252,37.55,2017-01-17,37.8,35.62,41.38,42.299,39.658,39.0,40.0,53009.74,37.26,35.62,2.0,36.6,2.62,0.96,002657,2.01,38529.4,29432.38,48853.16,41952.86
36,9.49,2016-03-01,9.49,9.16,9.842,9.679,9.538,10.54,10.55,98371.72,9.49,9.16,24945.34,9.3,2.26,0.21,002563,0.19,56797.67,55064.53,47372.89,35464.94
73,10.43,2016-04-22,10.5,10.24,11.028,11.019,10.68,11.49,11.93,83619.78,10.43,10.24,18788.69,10.24,0.1,0.01,002563,0.2,49862.3,52322.45,53875.37,37435.99
142,11.47,2016-08-02,11.54,11.26,11.627,11.63,11.486,11.8,11.85,41318.26,11.43,11.26,11065.97,11.36,0.7,0.08,002563,0.06,36529.73,50189.94,41211.85,11065.97
159,11.5,2016-08-25,11.52,11.31,11.57,11.557,11.476,11.7,11.88,52577.38,11.33,11.28,15234.24,11.4,0.97,0.11,002563,0.22,29640.11,27508.64,28927.38,39913.77
180,10.68,2016-09-27,10.68,10.54,10.87,11.191,10.742,10.92,10.97,80911.39,10.52,10.49,16153.55,10.58,0.76,0.08,002563,0.15,29953.06,28881.6,35400.82,26700.96
226,11.0,2016-12-09,11.02,10.84,11.04,10.95,10.922,11.0,11.04,66427.2,10.28,10.22,19057.43,10.85,0.92,0.1,002563,0.16,51406.76,54230.43,26832.59,29933.4
5,18.13,2016-07-29,18.34,17.7,24.871,25.329,20.652,24.64,25.2,621201.94,17.8,17.25,83671.92,18.06,0.44,0.08,000638,7.49,199308.81,141147.45,255406.52,231892.31
50,18.45,2016-10-18,18.51,18.1,18.659,18.623,18.676,19.87,19.98,260192.77,18.45,18.1,82366.58,18.15,1.54,0.28,000638,2.66,118300.75,160726.1,100708.88,82366.58
102,15.04,2017-01-03,15.08,14.91,15.372,15.535,15.122,15.14,15.39,61259.12,13.25,12.92,30271.81,14.95,1.07,0.16,000638,1.01,71385.2,67100.85,45434.42,31281.02
18,5.61,2016-01-29,5.63,5.39,5.853,6.226,5.632,6.71,6.74,441988.5,5.61,5.39,59027.69,5.42,3.89,0.21,601678,0.81,96034.6,147919.82,89899.09,79757.43
87,4.86,2016-05-16,4.86,4.76,5.099,5.645,4.874,4.86,4.88,79591.89,4.71,4.63,37304.27,4.8,1.25,0.06,601678,0.38,79919.56,93092.68,52886.35,45369.34
136,5.22,2016-07-26,5.23,5.11,5.21,5.179,5.17,5.26,5.28,198632.14,5.05,4.99,46445.18,5.13,1.95,0.1,601678,0.97,135412.24,128140.46,85113.83,114660.58
201,6.2,2016-11-03,6.26,6.1,6.372,6.355,6.27,6.9,6.98,570641.0,6.06,5.99,98620.79,6.1,1.14,0.07,601678,0.83,202070.28,240995.23,151905.36,98620.79
217,6.55,2016-11-25,6.59,6.29,6.691,6.582,6.594,6.81,6.83,279687.41,6.55,6.29,59189.87,6.45,2.18,0.14,601678,1.98,188733.12,228118.44,197935.83,234674.53
287,7.16,2017-03-13,7.17,6.87,7.094,7.127,7.022,7.16,7.18,186435.41,7.03,6.87,73350.94,6.92,3.47,0.24,601678,1.57,124910.28,129940.12,133381.29,186435.41
122,30.15,2016-07-13,30.58,28.89,30.331,29.83,29.894,30.29,30.58,72712.95,28.52,28.01,25347.27,29.21,3.25,0.95,002667,8.43,61844.76,62369.66,54861.67,72712.95
197,33.15,2016-11-08,33.5,32.16,33.488,34.471,32.998,33.51,33.78,34276.33,32.11,31.7,14680.48,32.4,2.79,0.9,002667,2.45,19346.16,24662.08,18903.72,21144.51
216,30.45,2016-12-05,30.58,28.78,31.964,32.399,30.552,32.16,32.51,46133.58,27.57,25.9,10483.18,29.9,1.5,0.45,002667,2.27,27749.84,24504.09,23169.91,19541.37
36,7.45,2016-03-01,7.47,7.18,8.022,7.896,7.68,7.8,7.98,57120.35,7.42,7.18,34752.08,7.27,2.9,0.21,002218,0.84,53974.65,49458.0,52736.19,40220.58
166,9.55,2016-09-05,9.64,9.44,9.736,9.873,9.58,10.05,10.35,323837.84,9.46,9.38,46245.87,9.44,1.6,0.15,002218,1.31,107201.68,126246.9,100830.13,79732.04
200,9.75,2016-11-03,9.84,9.65,9.964,9.944,9.864,10.13,10.29,205878.09,9.75,9.65,58025.51,9.69,0.41,0.04,002218,1.16,83956.51,86331.34,69347.67,70791.38
230,8.75,2016-12-15,8.84,8.58,9.159,9.534,8.872,9.04,9.09,53342.83,8.75,8.58,27648.72,8.58,1.39,0.12,002218,0.78,49185.58,63953.09,52435.36,47357.48
65,15.0,2016-04-19,15.16,14.86,15.392,15.685,15.216,15.06,15.4,367546.75,13.57,13.4,106762.91,14.9,0.67,0.1,002654,3.13,265487.48,458260.88,201339.88,119291.57
124,11.54,2016-12-15,11.82,11.02,12.259,12.913,11.674,11.54,11.82,87510.49,11.1,11.02,28422.3,11.04,2.94,0.33,002654,2.24,74755.84,129972.03,76570.81,87510.49
83,18.4,2017-01-18,18.63,17.55,19.986,20.213,18.882,18.9,19.17,22739.79,18.03,17.55,4681.71,17.55,3.25,0.58,600817,1.46,20314.24,20695.05,27541.38,22739.79
102,17.17,2017-02-21,17.38,16.7,18.339,18.46,17.82,17.9,18.0,23863.23,17.1,16.7,11711.11,16.7,1.3,0.22,600817,0.77,14741.24,12138.35,15838.08,11965.49
8,23.03,2016-01-14,23.18,21.33,24.275,25.57,23.066,23.15,23.43,117815.58,20.78,20.04,51713.29,21.98,2.77,0.62,000568,0.84,154191.17,179702.79,138997.66,117815.58
156,30.17,2016-09-19,30.3,29.58,30.886,31.148,30.066,31.08,31.51,149221.95,29.9,29.58,23638.01,29.6,2.27,0.67,000568,0.53,87139.12,88103.26,90421.11,74295.66
108,32.51,2016-06-15,32.51,28.9,29.375,27.805,30.556,33.65,35.05,108552.63,19.62,18.5,40008.34,28.98,10.02,2.96,002738,15.49,38513.48,24061.53,47462.83,89020.46
241,25.2,2017-01-17,25.3,24.15,27.167,26.605,26.224,26.38,26.52,31758.53,24.45,24.15,7930.16,25.01,0.68,0.17,002738,1.96,26384.03,20232.17,16958.79,19897.89
249,26.24,2017-02-03,26.28,24.45,24.991,26.204,25.006,26.7,27.13,48328.0,25.85,24.45,15597.01,24.75,7.32,1.79,002738,3.14,16719.4,20938.93,18703.84,31758.53
230,13.6,2016-12-15,13.87,13.25,14.074,14.27,13.772,14.28,14.98,290447.47,13.58,13.25,21608.5,13.25,0.37,0.05,002277,1.03,83371.36,87102.63,75483.11,58356.13
8,19.55,2016-01-14,19.8,16.77,24.987,25.584,20.972,19.57,19.89,161963.55,15.85,15.04,69177.87,17.5,8.01,1.45,300047,5.82,156251.58,139643.56,143130.6,140017.91
19,15.06,2016-01-29,15.45,14.02,17.382,20.61,16.092,19.47,20.3,208992.27,14.18,14.0,82033.33,14.27,5.54,0.79,300047,5.75,115498.4,130061.26,100099.47,138355.0
33,27.0,2016-09-27,27.01,26.38,28.916,31.227,28.16,27.91,28.2,218950.16,26.76,26.38,125931.1,26.6,1.12,0.3,600977,3.95,255068.73,438252.1,237565.65,184642.39
85,24.37,2016-12-15,24.73,23.81,26.032,27.146,24.932,24.6,24.85,123255.43,22.99,22.87,62458.52,23.9,1.54,0.37,600977,2.24,117542.9,123579.31,134575.1,104731.28
107,20.36,2017-01-17,20.59,19.7,22.117,22.82,20.964,21.75,22.08,189215.7,19.99,19.67,57024.25,19.82,2.31,0.46,600977,2.54,112173.88,98069.41,129489.53,118516.58
19,21.83,2016-01-29,22.12,20.02,23.863,24.53,21.994,25.72,26.56,179595.16,21.83,20.02,53856.5,20.1,8.55,1.72,300166,3.24,113464.63,120267.78,111441.77,111211.65
