,close,date,high,low,ma10,ma20,ma5,max_close,max_high,max_volume,min_close,min_low,min_volume,open,p_change,price_change,stock_code,turnover,v_ma10,v_ma20,v_ma5,volume
200,10.42,2016-11-01,10.44,10.32,10.477,10.425,10.416,10.58,10.64,160575.25,10.3,10.2,62803.64,10.34,0.87,0.09,600959,0.45,88392.22,74888.61,80461.6,62803.64
45,10.58,2016-06-14,10.68,10.32,10.845,10.625,10.878,11.57,11.85,167456.11,10.58,10.32,41189.6,10.4,0.76,0.08,600890,0.84,79051.36,78003.74,64721.41,48643.99
73,10.41,2016-04-22,10.42,10.28,10.919,11.041,10.666,10.55,10.56,197340.78,10.1,10.09,64101.68,10.35,0.29,0.03,600875,0.67,175113.92,195305.63,159185.25,134029.84
107,9.53,2016-06-14,9.55,9.44,9.876,9.818,9.786,9.82,9.98,315097.38,9.53,9.41,92510.52,9.5,0.1,0.01,600875,0.55,122283.0,116969.55,107543.94,109277.72
174,9.79,2016-09-19,9.93,9.67,9.753,9.872,9.678,9.79,9.93,165350.67,9.56,9.52,43541.64,9.67,2.19,0.21,600875,0.83,96772.35,91875.43,105560.41,165350.67
99,4.64,2016-05-31,4.65,4.48,4.577,4.781,4.542,4.77,4.94,1120419.38,4.38,4.32,313105.62,4.49,3.57,0.16,600868,3.55,374399.52,417628.46,380355.03,673574.62
142,4.79,2016-08-02,4.79,4.75,4.956,5.035,4.804,4.99,5.14,1133644.12,4.77,4.72,189980.47,4.75,1.27,0.06,600868,1.25,491835.63,654436.84,448349.52,236373.75
220,6.15,2016-12-05,6.3,5.93,6.813,6.839,6.534,6.35,6.46,1018174.31,5.88,5.62,526965.5,6.0,-5.09,-0.33,600868,5.19,1311521.49,2510180.89,1083983.1,985359.38
45,23.62,2016-03-14,23.87,23.0,23.423,24.191,23.28,24.25,24.57,70462.47,23.2,23.0,21783.5,23.04,3.42,0.78,600867,0.48,44289.04,50323.6,35143.82,53774.76
8,8.9,2016-01-14,8.9,8.05,10.273,11.834,9.038,8.91,8.96,87075.85,7.81,7.78,11275.9,8.15,5.08,0.43,600860,1.66,61353.52,101131.0,62186.84,53314.58
170,9.49,2016-09-29,9.59,9.34,9.646,9.966,9.508,10.11,10.2,52888.58,9.49,9.34,13891.22,9.34,1.28,0.12,600860,0.88,26784.34,38573.15,26280.64,28360.9
73,21.04,2016-04-22,21.17,20.77,21.904,21.933,21.446,21.47,21.54,53410.82,20.71,20.46,23796.98,20.78,1.3,0.27,600859,0.79,53306.69,65641.25,47746.84,36539.84
86,5.15,2016-05-12,5.15,4.92,5.642,5.933,5.232,5.34,5.44,155674.56,4.98,4.92,52993.67,5.02,0.59,0.03,600853,1.6,164148.37,214711.39,148221.92,85902.33
251,6.31,2017-01-17,6.31,6.12,6.711,6.736,6.506,6.83,6.94,187343.02,6.2,6.12,46031.95,6.2,1.94,0.12,600853,1.42,159806.19,197898.35,114288.59,75986.26
73,13.47,2016-04-22,13.49,13.27,14.392,14.643,13.918,14.59,14.8,90849.76,13.47,13.16,32407.82,13.35,1.2,0.16,600834,0.89,53613.35,69981.37,52617.13,42709.99
207,14.51,2016-11-10,14.53,14.32,14.622,14.663,14.496,15.1,15.22,61610.23,14.51,14.32,24873.6,14.38,1.54,0.22,600834,0.52,28804.24,31022.15,30379.69,24873.6
257,14.32,2017-01-20,14.34,14.04,14.744,14.905,14.248,14.41,14.46,34797.19,14.09,14.04,12519.91,14.04,0.92,0.13,600834,0.48,51037.82,62202.5,39317.47,22856.07
19,7.52,2016-01-29,7.62,7.2,7.996,8.626,7.654,8.92,9.19,303591.72,7.46,7.2,78582.88,7.23,4.3,0.31,600825,1.03,113173.93,120452.75,110008.74,107302.86
73,8.23,2016-04-22,8.26,8.07,8.817,8.957,8.498,8.73,8.86,155173.33,8.16,8.0,44146.37,8.07,0.49,0.04,600825,0.42,116122.78,144197.55,93415.86,44146.37
282,8.82,2017-03-03,8.89,8.72,9.0,8.884,8.908,8.94,9.01,74997.5,8.73,8.67,23505.25,8.75,0.46,0.04,600825,0.42,76523.98,65188.32,53734.33,43389.49
288,8.87,2017-03-13,8.9,8.67,8.858,8.915,8.822,8.87,8.91,52792.14,8.78,8.67,29598.21,8.7,1.6,0.14,600825,0.48,49806.09,65617.63,43761.34,50260.25
107,11.22,2016-06-15,11.3,10.7,11.421,11.222,11.22,12.04,12.2,596108.44,11.22,10.7,108890.39,10.81,2.28,0.25,600807,3.53,192689.85,182334.17,171149.65,173955.91
141,14.44,2016-08-02,14.67,13.74,15.552,14.966,14.602,15.47,15.88,662920.31,13.73,13.0,225077.38,13.95,4.49,0.62,600807,6.84,579004.04,582908.09,427324.11,336577.19
252,7.29,2017-01-17,7.37,7.1,7.666,7.708,7.44,7.82,7.97,116214.08,7.29,7.1,29692.17,7.12,1.11,0.08,600806,1.64,87841.96,80462.07,81887.92,63822.9
8,3.36,2016-01-14,3.37,3.24,3.556,3.779,3.432,3.36,3.38,1716339.0,2.95,2.86,576740.12,3.28,0.3,0.01,600795,0.66,1078837.53,1125422.83,1150699.49,1305161.5
19,2.88,2016-01-29,2.9,2.8,3.079,3.28,2.956,3.03,3.08,1176295.5,2.84,2.8,513536.0,2.8,2.86,0.08,600795,0.45,991694.29,1063304.08,878361.96,885097.69
107,2.89,2016-06-14,2.89,2.87,2.921,2.909,2.92,2.92,2.94,547165.19,2.89,2.86,246943.02,2.87,0.35,0.01,600795,0.22,492571.88,402810.37,474001.42,440072.84
137,2.97,2016-07-26,2.97,2.94,2.966,2.951,2.956,3.01,3.05,1911998.75,2.96,2.9,470168.03,2.94,0.68,0.02,600795,0.26,579952.27,624631.06,439107.05,506864.31
182,2.97,2016-09-29,2.98,2.95,2.989,3.016,2.97,3.02,3.03,769193.75,2.97,2.95,249590.08,2.96,0.68,0.02,600795,0.17,346599.57,472071.1,325540.99,326780.03
200,3.03,2016-11-01,3.03,3.01,3.032,3.009,3.026,3.05,3.07,1563795.38,2.99,2.98,401182.88,3.02,0.66,0.02,600795,0.23,693791.53,533399.79,469507.34,448148.84
8,38.18,2016-01-14,38.7,34.05,43.01,46.388,38.35,38.67,39.11,128939.15,32.67,30.51,56945.17,35.64,1.44,0.54,600754,2.6,88646.22,80410.68,104964.65,116383.93
86,38.33,2016-05-12,38.37,36.51,40.0,39.658,38.892,38.7,38.95,68028.14,36.01,35.98,29570.77,37.2,1.56,0.59,600754,1.52,85159.74,71381.7,76552.53,68028.14
126,32.71,2016-07-11,32.98,32.53,33.36,34.343,33.096,34.58,35.85,133051.27,32.71,32.53,28116.28,32.53,0.58,0.19,600754,1.07,41151.76,50532.07,44646.62,47846.72
19,4.37,2016-01-29,4.41,4.18,4.723,5.142,4.484,4.63,4.7,223950.41,4.25,4.13,132452.08,4.2,3.8,0.16,600747,1.66,228980.88,296936.85,214611.32,176782.56
8,17.61,2016-01-14,17.61,16.23,18.747,20.695,17.352,17.61,17.98,622949.94,15.62,15.62,16132.15,16.3,4.39,0.74,600739,3.75,478644.37,660844.95,478918.85,511939.03
56,16.11,2016-04-22,16.19,15.81,16.854,17.285,16.484,16.64,16.77,268486.25,15.86,15.72,107289.2,15.85,0.88,0.14,600739,0.98,279125.79,380418.7,223702.41,134280.09
185,19.68,2016-11-03,19.74,19.11,19.344,19.162,19.476,19.68,19.74,359443.78,18.8,18.49,134965.69,19.16,2.18,0.42,600739,2.16,239976.63,243099.42,214252.72,295344.41
237,17.44,2017-01-17,17.56,16.91,17.853,17.912,17.486,17.79,17.9,133891.56,17.33,16.91,34813.85,17.11,1.87,0.32,600739,0.98,81434.75,89073.56,95000.37,133891.56
86,8.74,2016-05-12,8.75,8.43,8.954,8.889,8.752,8.77,8.81,69984.94,8.39,8.35,44417.64,8.52,1.16,0.1,600736,0.66,142050.75,139077.63,102900.82,69411.23
243,8.84,2017-01-09,8.89,8.74,8.865,8.833,8.858,8.86,8.95,75677.01,8.41,8.21,22272.71,8.75,0.8,0.07,600736,0.55,66755.51,58848.03,60404.57,62224.59
8,15.07,2016-01-14,15.18,13.71,18.626,21.694,15.786,16.56,16.86,172436.08,12.89,12.1,82711.18,13.92,4.43,0.64,600735,3.15,124480.88,129875.29,147816.89,118409.36
73,13.55,2016-04-22,13.59,13.05,14.605,14.538,13.994,14.09,14.25,95921.1,13.2,12.98,53484.3,13.06,1.73,0.23,600735,1.75,135727.54,153371.28,110706.57,65878.02
87,35.19,2016-05-13,35.27,33.48,38.682,39.818,35.658,39.2,39.35,25676.3,32.64,32.09,14396.81,33.83,4.76,1.6,600733,3.4,16205.96,20076.97,17178.64,25676.3
113,38.76,2016-06-22,38.78,37.47,39.409,39.051,39.036,41.15,41.6,20750.83,37.7,36.44,6559.82,37.47,0.36,0.14,600733,1.01,12499.8,16253.12,10501.35,7617.72
86,4.55,2016-05-13,4.6,4.38,5.118,5.55,4.698,4.8,4.81,60535.27,4.35,4.28,25904.83,4.47,1.56,0.07,600725,0.68,67069.57,62975.34,59502.96,41876.26
19,8.45,2016-01-29,8.55,8.11,8.894,9.317,8.572,8.94,9.06,122858.33,8.45,8.11,57050.52,8.23,3.17,0.26,600717,0.45,93713.74,108650.53,85787.68,75294.84
99,8.93,2016-05-31,8.96,8.66,8.746,8.832,8.742,8.97,9.03,109010.5,8.6,8.57,54822.61,8.66,3.0,0.26,600717,0.65,45048.64,62129.14,50046.19,108239.68
107,8.65,2016-06-14,8.66,8.59,8.838,8.797,8.786,8.91,8.95,76836.8,8.45,8.31,45603.78,8.6,0.47,0.04,600717,0.33,75221.53,58718.95,78346.03,54822.61
176,9.67,2016-09-21,9.74,9.54,9.897,9.986,9.698,9.72,9.77,65230.51,9.44,9.41,24482.27,9.55,1.04,0.1,600717,0.37,62283.15,61571.22,63179.36,61930.57
244,9.99,2017-01-17,10.01,9.86,10.14,10.203,10.014,10.17,10.19,61084.72,9.92,9.86,37433.59,9.87,1.11,0.11,600717,0.31,67534.37,72143.72,66788.25,52730.9
8,3.66,2016-01-14,3.68,3.39,4.084,4.373,3.714,3.74,3.8,335097.19,3.2,3.2,199894.05,3.45,2.81,0.1,600691,2.81,400502.44,427453.94,413330.89,335097.19
85,3.25,2016-05-12,3.25,3.15,3.474,3.644,3.316,3.25,3.27,220696.41,3.07,3.02,104812.81,3.2,0.93,0.03,600691,1.85,244255.26,298513.48,243447.86,220696.41
141,3.11,2016-08-02,3.11,3.08,3.205,3.232,3.126,3.27,3.29,365883.94,3.11,3.08,83084.47,3.09,0.65,0.02,600691,0.7,215277.13,228379.44,194998.67,83084.47
207,9.75,2016-11-10,9.89,9.62,9.587,9.452,9.668,10.1,10.12,81611.73,9.72,9.62,42799.38,9.67,1.88,0.18,600683,0.75,87508.91,63474.23,53953.01,55379.28
67,10.7,2016-04-22,10.79,10.02,10.943,10.997,10.564,10.74,11.0,53388.18,10.15,10.02,19772.51,10.21,6.36,0.64,600681,1.65,45769.57,56699.26,54771.8,40851.16
78,9.9,2016-05-10,10.05,9.5,10.365,10.61,10.17,10.06,10.29,40281.49,9.33,9.15,15707.02,9.5,1.85,0.18,600681,1.62,35174.1,40365.08,35110.19,40281.49
121,10.9,2016-07-12,10.98,10.48,10.812,10.341,10.716,11.38,11.49,78498.41,10.69,10.48,16525.46,10.5,2.93,0.31,600681,1.51,34780.3,40444.41,29768.87,37353.7
8,10.81,2016-01-14,10.93,10.09,12.264,12.955,11.224,10.89,11.08,195233.19,9.99,9.42,76171.36,10.21,1.03,0.11,600676,1.42,144493.99,137661.48,133660.73,122714.31
113,9.02,2016-06-22,9.02,8.9,9.116,9.145,8.992,9.14,9.17,72067.63,8.71,8.58,34055.27,8.91,1.24,0.11,600676,0.41,55214.02,53522.74,46960.78,35315.97
174,9.24,2016-09-19,9.24,9.12,9.535,9.768,9.29,9.27,9.33,79193.12,8.92,8.88,29552.0,9.12,0.98,0.09,600676,0.51,75856.1,94335.61,72471.91,43627.93
222,9.27,2016-12-01,9.28,9.16,9.46,9.53,9.294,9.27,9.3,97382.25,8.65,8.61,28408.92,9.18,0.98,0.09,600676,0.65,80149.16,90091.04,86631.69,55893.79
8,6.7,2016-01-14,6.81,5.92,8.153,9.179,7.184,7.64,7.95,554821.0,6.7,5.92,241563.44,6.25,3.4,0.22,600673,1.68,344119.79,422177.15,398799.62,412867.59
108,6.28,2016-06-15,6.4,6.01,6.451,6.489,6.3,6.59,6.71,452393.12,6.21,5.95,161836.2,6.05,2.95,0.18,600673,0.74,199685.71,170984.99,176722.72,180735.72
8,5.64,2016-01-14,5.66,5.41,6.069,6.613,5.72,5.64,5.72,180027.91,4.97,4.8,70407.5,5.48,1.07,0.06,600657,0.66,121512.28,166134.5,137864.36,100441.78
19,4.81,2016-01-29,4.85,4.65,5.229,5.568,5.002,5.35,5.47,224256.92,4.7,4.58,66420.61,4.68,3.66,0.17,600657,0.59,96633.77,109770.75,83694.34,90006.07
45,5.53,2016-03-14,5.62,5.41,5.664,5.483,5.514,5.94,6.04,345391.09,5.39,5.35,98105.1,5.41,2.98,0.16,600657,1.05,315953.7,234795.68,190368.17,160465.25
107,4.8,2016-06-14,4.82,4.74,5.001,4.942,4.95,4.93,4.99,120565.35,4.79,4.73,38310.5,4.75,0.0,0.0,600657,0.41,90273.85,75503.18,73516.55,62564.34
8,12.85,2016-01-14,12.89,12.02,14.206,15.244,13.14,12.85,12.89,223082.52,10.59,9.96,115644.05,12.1,1.5,0.19,600655,1.55,180930.31,184954.25,209759.5,223082.52
79,12.27,2016-05-03,12.28,11.85,11.984,12.361,11.978,12.38,12.57,185801.66,11.14,10.98,53871.66,11.93,3.46,0.41,600655,1.29,121413.76,149053.46,115567.91,185801.66
98,10.48,2016-05-30,10.57,10.29,10.719,11.203,10.514,11.08,11.37,194094.72,10.48,10.29,56944.19,10.39,0.38,0.04,600655,0.4,72213.9,90670.73,63834.63,56944.19
24,19.69,2016-05-12,19.75,18.1,21.669,23.222,19.952,22.31,22.39,905317.88,18.53,18.1,202016.45,18.72,2.44,0.47,600654,3.45,257070.04,288835.18,296868.73,260234.92
50,20.65,2016-09-06,20.79,19.9,20.478,20.787,20.552,24.38,24.76,892104.69,20.16,19.9,219117.8,20.02,3.15,0.63,600654,2.9,213226.97,277276.59,215826.02,219117.8
8,4.23,2016-01-14,4.25,3.93,4.678,5.105,4.348,4.23,4.25,344974.72,3.54,3.38,125121.04,4.0,2.17,0.09,600653,1.55,232289.36,254706.87,271891.0,269919.22
147,4.01,2017-01-03,4.02,3.97,4.015,4.06,3.994,4.06,4.12,149972.91,3.71,3.5,68978.57,3.97,1.01,0.04,600653,0.41,82627.06,103104.07,61212.02,71683.9
160,3.66,2017-01-20,3.66,3.58,3.823,3.92,3.66,3.8,3.81,151027.91,3.66,3.58,47658.66,3.59,1.95,0.07,600653,0.41,102667.25,92294.68,118898.11,72048.86
182,3.88,2017-02-28,3.89,3.86,3.917,3.849,3.908,3.99,4.15,409822.38,3.84,3.82,71612.64,3.86,0.26,0.01,600653,0.43,112438.06,100587.73,87942.3,75712.51
5,16.54,2016-01-14,16.94,15.0,20.198,20.945,16.762,16.98,17.38,802814.25,13.27,12.88,292393.03,15.0,6.71,1.04,600649,2.52,779447.97,663776.81,842769.92,753609.12
16,13.3,2016-01-29,13.59,12.5,14.871,17.061,13.644,14.8,15.23,482525.19,13.03,12.5,256539.45,12.5,6.49,0.81,600649,1.62,523091.34,652211.6,546476.97,482525.19
95,13.98,2016-05-30,14.05,13.69,14.072,14.06,14.032,15.43,15.77,391455.31,13.98,13.69,97908.62,13.8,-0.21,-0.03,600649,0.36,198125.43,199054.69,132842.91,108793.83
19,35.37,2016-01-29,36.41,33.22,38.745,45.137,36.616,40.11,40.51,358021.59,33.84,33.02,139041.92,33.39,5.33,1.79,600645,6.21,251069.45,211644.19,217032.08,201845.06
57,38.75,2016-04-22,39.06,37.45,41.471,40.191,39.848,38.9,39.06,451465.62,33.0,32.13,57576.79,37.79,2.32,0.88,600645,2.92,210099.96,187378.54,145424.34,96042.61
101,33.06,2016-08-02,33.11,32.76,34.858,35.413,33.754,34.09,34.23,69813.66,32.8,32.21,28852.41,32.9,0.55,0.18,600645,1.08,73796.62,73344.96,71133.86,35576.57
126,34.75,2016-09-06,35.0,33.63,34.903,34.857,34.31,34.8,35.03,65155.21,32.77,32.68,26668.48,33.7,2.9,0.98,600645,1.6,62226.54,68547.91,54311.52,52548.85
8,16.24,2016-01-14,16.3,15.0,18.76,20.614,16.802,16.77,17.0,82942.24,14.95,14.12,44944.55,15.49,1.75,0.28,600639,0.98,65851.39,68610.23,68350.51,64238.37
19,14.98,2016-01-29,15.17,14.21,15.804,16.938,15.318,17.71,17.82,192635.73,14.98,14.21,34940.21,14.36,4.17,0.6,600639,0.72,59027.39,61179.43,56192.78,47262.89
174,20.75,2016-09-19,21.21,20.3,20.354,20.486,20.232,20.75,21.21,173088.94,19.69,19.59,27704.6,20.33,4.27,0.85,600639,2.46,74191.09,83906.91,78154.17,173088.94
253,18.56,2017-01-16,18.64,17.71,18.724,18.615,18.548,18.56,18.64,74376.83,17.98,17.71,12752.88,18.3,0.98,0.18,600639,1.06,46092.43,46882.64,42142.31,74376.83
288,18.38,2017-03-13,18.4,18.17,18.559,18.669,18.442,18.4,18.47,32608.27,18.24,18.17,17646.98,18.25,0.6,0.11,600639,0.25,30950.69,43778.62,25184.24,17646.98
8,11.98,2016-01-14,12.03,11.21,13.738,14.973,12.418,12.22,12.38,107550.45,11.09,10.57,60786.8,11.35,3.81,0.44,600636,2.1,90346.07,104505.23,91804.26,80312.28
8,7.09,2016-01-14,7.12,6.51,7.974,9.165,7.194,7.45,7.76,833848.06,6.3,5.99,267472.88,6.6,3.96,0.27,600635,1.8,513256.19,677759.26,535636.86,443170.78
107,5.99,2016-06-14,6.0,5.91,6.15,6.1,6.092,6.07,6.12,262431.88,5.9,5.73,130178.9,5.92,1.35,0.08,600635,0.61,235878.21,202200.99,180168.38,151524.58
254,5.85,2017-01-17,5.87,5.72,5.997,6.01,5.92,6.15,6.17,348437.41,5.84,5.72,63470.5,5.79,0.52,0.03,600635,0.42,124605.35,138543.8,129554.52,101274.25
99,4.67,2016-05-31,4.68,4.49,4.594,4.598,4.604,4.9,4.93,251470.36,4.52,4.49,110337.25,4.49,4.01,0.18,600609,1.34,122635.99,143717.84,110171.96,146204.19
166,5.17,2016-09-05,5.19,4.89,4.987,4.833,5.058,5.72,5.88,416471.91,5.13,4.89,113229.96,4.95,5.08,0.25,600609,2.9,231460.32,146062.52,223961.73,316636.31
210,7.24,2016-11-15,7.3,6.99,7.041,6.853,7.098,7.24,7.3,223122.55,6.68,6.57,70368.99,7.0,3.58,0.25,600609,1.85,193681.06,187600.5,169048.0,202443.27
8,10.09,2016-01-14,10.22,9.3,11.194,11.639,10.358,10.09,10.22,225157.52,8.45,8.0,124107.24,9.33,2.13,0.21,600602,2.56,257759.87,262024.23,241975.82,225157.52
254,9.4,2017-01-17,9.46,8.9,9.466,9.475,9.294,9.4,9.46,131196.69,9.0,8.9,38943.05,8.9,5.74,0.51,600602,1.49,56123.24,53564.19,60527.98,131196.69
8,12.03,2016-01-14,12.03,11.25,12.678,14.06,11.964,12.03,12.03,223819.48,9.91,9.36,138961.73,11.35,2.38,0.28,600598,1.05,191307.18,256359.93,198071.71,187403.06
8,11.54,2016-01-14,11.66,10.58,13.336,14.471,12.018,12.57,12.79,143339.78,11.38,10.58,76063.3,10.65,3.78,0.42,600590,2.07,89795.93,113268.33,92544.97,103742.42
19,9.57,2016-01-29,9.65,8.84,10.844,11.6,10.162,10.69,10.86,173723.56,9.4,8.84,45837.75,8.84,5.05,0.46,600580,1.86,115594.63,113093.25,114483.7,127597.19
135,10.0,2016-08-02,10.0,9.87,10.296,10.815,9.994,10.18,10.25,147104.06,9.88,9.78,50161.04,9.87,1.42,0.14,600580,0.75,123613.68,182849.84,113117.63,51785.43
150,10.05,2016-08-23,10.05,9.94,10.076,10.043,10.092,10.21,10.29,196951.3,9.9,9.83,46991.86,9.98,0.5,0.05,600580,0.55,85417.83,90048.97,81594.35,61580.99
193,9.91,2016-11-01,9.98,9.85,10.023,9.984,9.946,10.0,10.07,150430.81,9.81,9.66,51710.68,9.87,0.71,0.07,600580,0.67,76046.02,68093.58,70417.28,74326.5
247,8.42,2017-01-17,8.44,8.18,8.97,9.051,8.754,8.7,8.75,48237.92,8.38,8.18,16255.82,8.39,0.36,0.03,600580,0.38,35939.08,31770.0,41580.76,42022.02
73,48.53,2016-04-22,48.8,46.0,50.142,50.754,48.546,52.18,53.57,78744.51,47.46,46.0,13173.91,46.29,3.34,1.57,600559,0.94,16090.76,18831.81,17639.0,13173.91
137,26.76,2016-07-26,26.94,25.07,26.537,26.217,25.912,26.76,26.96,122473.65,23.99,23.4,44344.89,25.1,6.36,1.6,600559,3.5,99259.46,125463.1,90532.26,122473.65
183,22.62,2016-09-30,22.75,22.06,22.689,23.409,22.316,23.55,23.69,100892.85,22.4,22.06,23199.67,22.06,2.17,0.48,600559,1.02,24047.82,33113.98,26505.04,35798.82
190,23.37,2016-10-18,23.42,22.4,22.72,22.841,22.81,25.88,26.24,204744.19,23.23,22.4,29839.09,22.4,4.33,0.97,600559,2.88,34416.71,31291.59,40496.0,100892.85
7,17.6,2016-01-18,18.87,16.94,23.091,25.364,20.512,17.6,18.87,1417095.25,14.03,13.37,26761.0,16.99,-5.88,-1.1,600556,6.47,172797.78,167219.17,199558.47,255331.55
52,12.42,2016-09-30,12.42,11.83,12.996,14.498,12.302,13.17,13.27,203839.05,12.42,11.83,85437.23,11.87,4.99,0.59,600556,5.09,202605.39,323838.38,201674.76,201096.14
73,16.67,2016-04-22,16.7,16.4,17.876,18.024,17.308,17.84,17.94,61782.0,16.67,16.4,26570.87,16.42,0.79,0.13,600551,0.53,60047.36,66956.23,61310.33,26570.87
166,19.77,2016-09-05,19.86,19.42,19.897,19.674,19.738,20.29,20.53,52746.16,19.65,19.42,21721.12,19.47,1.91,0.37,600551,0.55,30307.14,31311.33,26370.7,27989.07
215,20.64,2016-11-22,20.65,20.44,20.657,20.61,20.634,20.64,20.78,48156.81,20.25,19.99,31288.42,20.45,0.68,0.14,600551,0.62,46702.98,52850.94,38632.77,31288.42
211,21.26,2016-11-16,21.32,20.78,21.087,20.822,21.132,22.89,23.47,152768.77,20.82,20.53,31825.38,20.94,1.87,0.39,600529,1.47,40690.31,45076.9,36520.52,37764.76
253,19.15,2017-01-16,19.22,18.5,20.245,20.814,19.624,19.61,19.7,39584.18,19.06,18.5,11128.23,18.88,0.9,0.17,600529,1.54,35735.59,33136.83,43117.48,39584.18
273,19.39,2017-02-20,19.42,19.02,19.788,19.589,19.53,19.77,19.91,33733.1,19.15,19.01,20132.36,19.16,1.2,0.23,600529,1.31,23024.1,20270.32,23293.95,33733.1
108,22.91,2016-06-15,23.18,21.93,23.102,22.474,22.802,23.98,24.93,102734.46,21.96,21.62,9374.52,21.98,3.2,0.71,600506,1.1,17112.85,14837.76,17039.02,16228.45
139,23.09,2016-07-28,23.15,22.61,23.032,22.989,22.864,23.09,23.38,22092.09,22.71,22.21,4620.32,22.76,1.45,0.33,600506,1.5,14446.36,15252.6,16981.14,22092.09
242,24.91,2017-01-17,25.1,24.1,27.816,30.633,26.048,25.22,25.6,53399.07,23.89,23.22,25450.58,24.1,1.67,0.41,600506,2.76,87571.24,84510.91,58648.73,40703.41
262,24.36,2017-02-21,24.41,23.79,25.151,24.924,24.464,24.62,24.78,37113.66,23.91,23.62,19836.84,24.06,1.37,0.33,600506,2.37,44442.18,40163.95,40203.29,34995.59
83,8.15,2016-08-25,8.23,8.01,8.204,8.153,8.136,10.43,11.15,1456906.88,8.15,8.01,179700.48,8.08,0.74,0.06,600502,2.27,174596.72,198152.36,145996.31,205218.66
124,9.75,2016-11-01,9.8,9.53,9.958,9.764,9.854,9.93,10.02,396186.12,9.5,9.35,153178.38,9.58,2.31,0.22,600502,2.3,320679.99,292896.33,280363.83,207759.92
196,9.91,2017-02-28,9.94,9.84,10.213,10.216,10.0,10.03,10.11,280876.16,9.58,9.57,105554.87,9.85,0.61,0.06,600502,1.59,248565.43,249890.64,290849.16,143741.2
205,9.8,2017-03-13,9.85,9.59,9.829,10.064,9.73,9.95,10.06,234335.06,9.8,9.59,154141.44,9.69,1.66,0.16,600502,1.7,167064.35,220378.66,148968.91,154141.44
145,7.85,2016-09-30,7.92,7.71,7.979,8.104,7.824,8.02,8.12,165429.91,7.82,7.71,106033.58,7.73,1.42,0.11,600490,0.92,142660.64,190215.42,147685.66,136144.58
130,17.31,2016-11-03,17.48,17.05,17.767,17.63,17.542,17.72,17.78,563093.12,17.02,16.9,196570.06,17.1,0.7,0.12,600485,1.94,440305.21,374342.35,409582.66,316363.59
143,17.42,2016-11-22,17.44,17.3,17.383,17.471,17.408,17.61,17.87,605593.94,17.14,16.85,265508.06,17.32,0.58,0.1,600485,1.82,353626.09,364816.63,303749.03,297285.88
8,7.12,2016-01-14,7.16,6.56,7.726,8.561,7.248,7.12,7.16,254148.47,5.82,5.59,61165.09,6.88,2.01,0.14,600481,0.94,130022.94,152454.5,137477.08,152890.52
19,5.53,2016-01-29,5.62,5.28,6.399,6.942,5.96,6.31,6.49,175838.23,5.45,5.28,100519.24,5.33,3.56,0.19,600481,0.93,124475.38,129047.74,147308.59,150100.69
108,5.62,2016-06-15,5.68,5.46,5.789,5.712,5.688,5.78,5.79,136859.39,5.54,5.43,58658.21,5.5,1.81,0.1,600481,0.52,87109.55,75714.94,76458.07,84559.18
23,10.81,2016-07-13,10.91,10.65,10.746,13.205,10.738,10.81,10.91,94231.64,10.19,10.13,36450.49,10.72,1.41,0.15,600469,1.68,79297.6,92655.77,72348.42,94231.64
69,9.62,2016-09-19,9.69,9.55,9.831,9.96,9.666,9.78,9.8,29770.52,9.55,9.38,14611.9,9.57,0.84,0.08,600469,0.41,28976.21,31378.0,31198.43,22944.95
73,13.86,2016-04-22,13.86,13.48,14.452,14.485,14.064,14.35,14.45,282260.81,13.64,13.48,123287.39,13.54,1.76,0.24,600406,0.59,238140.89,270194.46,204680.9,130597.88
108,13.17,2016-06-15,13.28,12.75,13.314,13.249,13.172,13.41,13.57,220300.05,12.92,12.68,94413.37,12.8,2.09,0.27,600406,0.81,164833.57,135704.69,133730.62,179390.34
190,16.85,2016-10-18,16.86,16.47,16.457,16.213,16.66,16.85,16.98,545905.06,15.3,15.04,94695.79,16.5,2.25,0.37,600406,0.83,135060.14,150871.45,144527.68,182791.94
200,15.57,2016-11-01,15.65,15.23,16.371,16.414,16.094,15.57,15.66,202113.66,14.95,14.85,75433.99,15.3,1.76,0.27,600406,0.92,172789.71,153924.93,217350.99,202113.66
166,5.86,2016-09-05,5.93,5.82,5.876,5.877,5.862,5.9,5.93,46156.96,5.67,5.65,17388.3,5.82,0.52,0.03,600403,0.19,58662.52,75034.15,49223.98,44348.04
226,5.83,2016-12-07,5.83,5.75,5.906,6.023,5.8,5.83,5.83,81549.58,5.53,5.5,22831.27,5.76,1.39,0.08,600403,0.14,49456.36,68862.81,42347.86,33040.9
232,5.61,2016-12-15,5.62,5.53,5.695,5.872,5.614,5.65,5.67,50721.31,5.57,5.5,22831.27,5.53,1.45,0.08,600403,0.11,38784.41,50150.13,43480.56,27185.09
180,8.84,2016-09-27,8.89,8.64,8.961,9.13,8.894,9.04,9.08,72929.9,8.8,8.64,37828.55,8.72,0.46,0.04,600400,0.44,65764.69,112728.29,51050.86,48837.27
73,13.25,2016-04-22,13.26,12.91,13.953,13.973,13.586,13.58,13.69,58768.43,12.8,12.8,26729.76,13.04,1.69,0.22,600387,1.01,65100.02,84887.48,54801.87,38807.29
